3.793311119079589844e-02,4.330906384432741674e-01,-1.812219261591958286e-01,0.000000000000000000e+00,7.871747920958274136e-01,-9.768009768009733307e-03,4.254945054945068250e+00
6.950926780700683594e-02,4.274720675898663336e-01,-1.735839329477706083e-01,0.000000000000000000e+00,7.635233081559480439e-01,-1.103785103785103416e+00,-1.417142857142857792e+01
1.010251045227050781e-01,4.221946585293012699e-01,-1.606095158034057946e-01,0.000000000000000000e+00,7.257572289616227579e-01,-1.299145299145298971e+00,-4.606593406593418649e+00
1.326787471771240234e-01,4.173616560665483477e-01,-1.444235958230901118e-01,0.000000000000000000e+00,6.818875410086207012e-01,-1.400732600732601085e+00,-4.254945054945068250e+00
1.645221710205078125e-01,4.130365066438979604e-01,-1.272726388358470795e-01,0.000000000000000000e+00,6.368734264133664169e-01,-1.435897435897436125e+00,-3.059340659340648472e+00
1.961994171142578125e-01,4.092603148938949165e-01,-1.115317839434943337e-01,0.000000000000000000e+00,5.903334096284424959e-01,-1.455433455433455592e+00,-2.848351648351638232e+00
2.276811599731445312e-01,4.059559536082970044e-01,-9.904839623475063248e-02,0.000000000000000000e+00,5.430304417486837565e-01,-1.517948717948717885e+00,-1.512087912087906716e+00
2.594861984252929688e-01,4.029463638523383406e-01,-9.107400073672723695e-02,0.000000000000000000e+00,4.942015716792553803e-01,-1.588278388278387965e+00,-2.461538461538452793e-01
2.910721302032470703e-01,4.001228285453301003e-01,-8.867300714400357109e-02,0.000000000000000000e+00,4.430838483253225490e-01,-1.607814407814407431e+00,4.571428571428555188e-01
3.232207298278808594e-01,3.972311092476758509e-01,-9.223303583470617018e-02,0.000000000000000000e+00,3.919661249713897178e-01,-1.584371184371184071e+00,1.652747252747246876e+00
3.549833297729492188e-01,3.941688219985706731e-01,-1.014992742016828792e-01,0.000000000000000000e+00,3.435187304493787508e-01,-1.439804639804640018e+00,2.637362637362627993e+00
3.869354724884033203e-01,3.907079413774843246e-01,-1.158998018348077613e-01,0.000000000000000000e+00,3.000305180437941033e-01,-1.306959706959706757e+00,2.989010989010978392e+00
4.184312820434570312e-01,3.867805467645344386e-01,-1.340454046732211246e-01,0.000000000000000000e+00,2.611200122072183660e-01,-1.166300366300366598e+00,2.637362637362627993e+00
4.503972530364990234e-01,3.821632617691204659e-01,-1.551847879996341717e-01,0.000000000000000000e+00,2.248798352025627167e-01,-1.103785103785103416e+00,3.692307692307679190e+00
4.951632022857666016e-01,3.745123556479225679e-01,-1.867644162522199558e-01,0.000000000000000000e+00,1.932173647669177541e-01,-8.771672771672776037e-01,3.692307692307679190e+00
5.264158248901367188e-01,3.683337619914245353e-01,-2.084668984904446964e-01,0.000000000000000000e+00,1.623178454261076098e-01,-4.825396825396826017e-01,4.184615384615398170e+00
5.576591491699218750e-01,3.614993392497549696e-01,-2.287204608199996103e-01,0.000000000000000000e+00,1.512550545510027433e-01,-2.481074481074481142e-01,4.254945054945068250e+00
5.893790721893310547e-01,3.539466706327847878e-01,-2.470734646458759287e-01,0.000000000000000000e+00,1.470588235294112422e-01,-4.884004884004866653e-02,4.114285714285728091e+00
6.208944320678710938e-01,3.459068501866076062e-01,-2.626905790786985828e-01,0.000000000000000000e+00,1.485847257190808790e-01,6.056166056166034650e-02,3.903296703296689429e+00
6.530864238739013672e-01,3.372309909005010709e-01,-2.758563366592429178e-01,0.000000000000000000e+00,1.523994811932549709e-01,1.855921855921849328e-01,2.918681318681308312e+00
6.856179237365722656e-01,3.280769084493730947e-01,-2.865154982839818731e-01,0.000000000000000000e+00,1.604104676890205639e-01,2.832722832722840423e-01,2.496703296703287833e+00
7.182145118713378906e-01,3.185940887291016099e-01,-2.949949927071210398e-01,0.000000000000000000e+00,1.703288319218732028e-01,3.106227106227112955e-01,2.496703296703287833e+00
7.496943473815917969e-01,3.091994617478015517e-01,-3.016760767674779853e-01,0.000000000000000000e+00,1.810101472495606600e-01,3.496947496947502287e-01,2.004395604395597275e+00
7.820248603820800781e-01,2.993481300801227873e-01,-3.076384789262585628e-01,0.000000000000000000e+00,1.920729381246655265e-01,3.887667887667891620e-01,1.301098901098896476e+00
8.134765625000000000e-01,2.895857744709955384e-01,-3.131384899264492705e-01,0.000000000000000000e+00,2.061875333791096665e-01,4.434676434676436685e-01,1.230769230769226397e+00
8.452069759368896484e-01,2.795601049536499128e-01,-3.188460074169806591e-01,0.000000000000000000e+00,2.222095063706408524e-01,5.450549450549448949e-01,1.758241758241751995e-01
8.772182464599609375e-01,2.692554066573309424e-01,-3.250625789009644606e-01,0.000000000000000000e+00,2.401388570992590843e-01,5.763125763125760415e-01,3.516483516483503990e-02
9.090566635131835938e-01,2.587999939337729538e-01,-3.318098331092062536e-01,0.000000000000000000e+00,2.576867322804616833e-01,5.098901098901098550e-01,-9.494505494505460774e-01
9.409308433532714844e-01,2.481094538072361466e-01,-3.390529831152090945e-01,0.000000000000000000e+00,2.721828030823232325e-01,4.043956043956047353e-01,-8.087912087912059178e-01
9.756872653961181641e-01,2.361832293780430359e-01,-3.472415618430398920e-01,0.000000000000000000e+00,2.836270695048455082e-01,3.028083028083035089e-01,-1.441758241758236636e+00
