3.820586204528808594e-02,-3.799148473289966632e-01,-3.974662831033878851e-01,0.000000000000000000e+00,1.506828412298766295e-02,-9.768009768009733307e-03,-3.868131868131854390e-01
6.975221633911132812e-02,-3.926755046715612596e-01,-4.112571143245277172e-01,0.000000000000000000e+00,1.506828412298766295e-02,-9.768009768009733307e-03,-1.019780219780216157e+00
9.986758232116699219e-02,-4.052375580193637306e-01,-4.227128536336314246e-01,0.000000000000000000e+00,-3.624017700465387293e-03,-1.135042735042735451e+00,-1.614065934065934016e+01
1.310050487518310547e-01,-4.185600858381589018e-01,-4.326962707688849497e-01,0.000000000000000000e+00,-5.168993667505894507e-02,-1.939926739926740140e+00,-1.227252747252748577e+01
1.632320880889892578e-01,-4.326454007194755480e-01,-4.411321938171718915e-01,0.000000000000000000e+00,-1.222629129472796450e-01,-2.498656898656898662e+00,-7.701098901098902161e+00
1.935124397277832031e-01,-4.461038380620897525e-01,-4.475851258452363535e-01,0.000000000000000000e+00,-2.058060578316922573e-01,-2.639316239316239709e+00,-2.989010989010978392e+00
2.236618995666503906e-01,-4.596822249730042054e-01,-4.530349096910338824e-01,0.000000000000000000e+00,-2.859159227893499633e-01,-2.557264957264957062e+00,-1.160439560439556317e+00
2.535545825958251953e-01,-4.732996290624485458e-01,-4.580360624806110725e-01,0.000000000000000000e+00,-3.587777523460751183e-01,-2.373626373626373187e+00,3.129670329670318552e+00
2.841367721557617188e-01,-4.873879307007693007e-01,-4.634057617779083205e-01,0.000000000000000000e+00,-4.270618753337913631e-01,-2.131379731379731801e+00,3.551648351648339030e+00
3.147089481353759766e-01,-5.016487391657825645e-01,-4.697421415428302272e-01,0.000000000000000000e+00,-4.865720607309071966e-01,-1.783638583638583519e+00,4.606593406593418649e+00
3.450756072998046875e-01,-5.160287372537899486e-01,-4.776733377636693256e-01,0.000000000000000000e+00,-5.346379797055007543e-01,-1.396825396825397192e+00,4.606593406593418649e+00
3.755624294281005859e-01,-5.307404769329989724e-01,-4.878603638458911540e-01,0.000000000000000000e+00,-5.712596322575720365e-01,-1.021733821733821657e+00,5.239560439560449367e+00
4.067485332489013672e-01,-5.461526254826107873e-01,-5.010266840346144779e-01,0.000000000000000000e+00,-5.960555428397036337e-01,-6.231990231990227613e-01,4.465934065934078490e+00
4.372661113739013672e-01,-5.616762023721257879e-01,-5.168080028862265252e-01,0.000000000000000000e+00,-6.105516136415651829e-01,-3.028083028083026207e-01,3.199999999999988631e+00
4.683952331542968750e-01,-5.780523177852359140e-01,-5.357998637058377644e-01,0.000000000000000000e+00,-6.166552224002437299e-01,-8.400488400488370644e-02,2.004395604395597275e+00
4.991025924682617188e-01,-5.948258465763400782e-01,-5.570471944463044611e-01,0.000000000000000000e+00,-6.166552224002437299e-01,-1.367521367521362663e-02,1.160439560439556317e+00
5.306186676025390625e-01,-6.127516882267393106e-01,-5.807717311449115405e-01,0.000000000000000000e+00,-6.170366979476611391e-01,-1.953601953601946661e-03,2.461538461538452793e-01
5.603239536285400391e-01,-6.303482063000894753e-01,-6.040284354066285388e-01,0.000000000000000000e+00,-6.170366979476611391e-01,-1.953601953601946661e-03,-5.274725274725255986e-01
5.906598567962646484e-01,-6.490310983356420982e-01,-6.275699491952067000e-01,0.000000000000000000e+00,-6.170366979476611391e-01,5.860805860805839984e-03,-1.863736263736257115e+00
