1.2141,1.2148,1.2155,1.2163,1.2172,1.2182,1.2194,1.2208,1.2223,1.2241,1.2259,1.2278,1.2296,1.2314,1.233,1.2343,1.2354,1.2362,1.2366,1.2367,1.2365,1.236,1.2352,1.2342,1.233,1.2318,1.2305,1.2292,1.2279,1.2267,1.2256,1.2245,1.2235,1.2226,1.2217,1.2209,1.2202,1.2195,1.2187,1.218,1.2172,1.2164,1.2155,1.2146,1.2135,1.2124,1.2112,1.2098,1.2085,1.207,1.2056,1.2041,1.2027,1.2014,1.2002,1.1991,1.1981,1.1974,1.1967,1.1962,1.1958,1.1955,1.1952,1.1949,1.1946,1.1942,1.1938,1.1932,1.1927,1.1921,1.1915,1.191,1.1907,1.1905,1.1906,1.191,1.1917,1.1927,1.194,1.1956,1.1973,1.1993,1.2013,1.2033,1.2053,1.2073,1.209,1.2107,1.2121,1.2134,1.2146,1.2156,1.2165,1.2174,1.2182,1.2191,1.22,1.2208,1.2217,1.2225,1.2233,1.2241,1.2247,1.2252,1.2256,1.2258,1.2259,1.2259,1.2257,1.2254,1.2249,1.2244,1.2238,1.223,1.2222,1.2213,1.2203,1.2191,1.2178,1.2164,1.2148,1.2132,1.2115,1.2097,1.208
1.9746,1.9699,1.9655,1.9616,1.9581,1.9549,1.952,1.9492,1.9465,1.9438,1.9408,1.9376,1.9341,1.93,1.9255,1.9204,1.9148,1.9086,1.9019,1.8947,1.887,1.8788,1.8703,1.8615,1.8524,1.843,1.8333,1.8234,1.8133,1.803,1.7925,1.7818,1.7709,1.7599,1.7489,1.7378,1.7268,1.7159,1.7052,1.6948,1.6847,1.675,1.6657,1.6569,1.6484,1.6403,1.6326,1.6251,1.6177,1.6104,1.6031,1.5958,1.5883,1.5807,1.573,1.5652,1.5573,1.5495,1.5419,1.5345,1.5275,1.5209,1.5148,1.5092,1.5041,1.4994,1.4952,1.4912,1.4874,1.4836,1.4797,1.4756,1.4713,1.4667,1.4618,1.4568,1.4519,1.4471,1.4428,1.4392,1.4368,1.4357,1.4364,1.439,1.4439,1.451,1.4606,1.4725,1.4868,1.5032,1.5215,1.5414,1.5626,1.5848,1.6076,1.6306,1.6536,1.6763,1.6986,1.7202,1.7411,1.7612,1.7806,1.7993,1.8173,1.8348,1.8517,1.8683,1.8844,1.9002,1.9155,1.9304,1.9448,1.9586,1.9717,1.9839,1.9953,2.0056,2.0149,2.0231,2.0301,2.0361,2.0411,2.0451,2.0482
1.867,1.8793,1.8862,1.8878,1.8846,1.877,1.8658,1.8516,1.8352,1.817,1.7978,1.778,1.7579,1.738,1.7185,1.6996,1.6813,1.6639,1.6472,1.6313,1.6163,1.6021,1.5887,1.5761,1.5643,1.5533,1.5431,1.5337,1.5249,1.5169,1.5095,1.5027,1.4963,1.4905,1.4849,1.4796,1.4744,1.4693,1.4641,1.4589,1.4535,1.4478,1.442,1.4359,1.4295,1.4229,1.4161,1.4092,1.402,1.3948,1.3874,1.3799,1.3724,1.3647,1.3569,1.3489,1.3407,1.3323,1.3236,1.3145,1.3051,1.2952,1.2848,1.274,1.2626,1.2508,1.2385,1.2257,1.2125,1.1988,1.1847,1.1703,1.1553,1.14,1.1243,1.108,1.0913,1.074,1.0561,1.0376,1.0185,0.99861,0.9781,0.95694,0.93519,0.91296,0.89036,0.86755,0.84473,0.82213,0.79998,0.77857,0.75817,0.73906,0.72152,0.70585,0.69228,0.68106,0.6724,0.66648,0.66345,0.66342,0.66647,0.67267,0.68203,0.69455,0.7102,0.72892,0.75065,0.77527,0.80268,0.83271,0.86521,0.89998,0.93682,0.97549,1.0158,1.0574,1.1003,1.1441,1.1889,1.2347,1.2816,1.3301,1.3807
2.439,2.4466,2.4521,2.4524,2.4462,2.4338,2.4161,2.3945,2.3708,2.3466,2.323,2.3014,2.2824,2.2665,2.2538,2.2444,2.2378,2.2337,2.2316,2.231,2.2313,2.2322,2.2333,2.2341,2.2347,2.2347,2.2343,2.2334,2.232,2.2304,2.2286,2.2267,2.2248,2.2231,2.2216,2.2203,2.2192,2.2183,2.2177,2.2172,2.2168,2.2164,2.2159,2.2154,2.2147,2.2139,2.2128,2.2114,2.2099,2.208,2.2058,2.2034,2.2006,2.1975,2.194,2.1902,2.1859,2.1812,2.1761,2.1704,2.1642,2.1575,2.1503,2.1426,2.1343,2.1255,2.1161,2.1062,2.0956,2.0843,2.0722,2.0591,2.0448,2.0291,2.0116,1.9921,1.9703,1.9456,1.9178,1.8866,1.8516,1.8127,1.7696,1.7224,1.6713,1.6164,1.5581,1.4973,1.4344,1.3706,1.3068,1.2442,1.1841,1.1276,1.0761,1.0306,0.99235,0.96208,0.94052,0.92809,0.92496,0.931,0.94581,0.9687,0.99875,1.0349,1.0758,1.1202,1.1669,1.2146,1.2623,1.3091,1.3547,1.3989,1.4418,1.484,1.5263,1.5696,1.6148,1.6629,1.7144,1.7691,1.8261,1.8834,1.9373
-0.068293,-0.073235,-0.07754,-0.081695,-0.086021,-0.090682,-0.095696,-0.10096,-0.10625,-0.11128,-0.1157,-0.11915,-0.12126,-0.12167,-0.12008,-0.11626,-0.11003,-0.10131,-0.090096,-0.076461,-0.060564,-0.042631,-0.022938,-0.0018068,0.020419,0.043387,0.066748,0.090177,0.11338,0.1361,0.15815,0.17936,0.19965,0.21896,0.23729,0.25467,0.27118,0.2869,0.3019,0.31629,0.33014,0.34351,0.35643,0.36892,0.38095,0.39248,0.40342,0.41369,0.42318,0.43178,0.43937,0.44586,0.45117,0.45525,0.45806,0.45961,0.45995,0.45915,0.45732,0.45459,0.45111,0.44706,0.4426,0.43791,0.43315,0.42845,0.42395,0.41972,0.41584,0.41232,0.40916,0.40632,0.40374,0.40135,0.39904,0.3967,0.39424,0.39154,0.38853,0.38511,0.38123,0.37686,0.37198,0.36659,0.36072,0.3544,0.34769,0.34064,0.33332,0.32576,0.31804,0.31018,0.30222,0.29417,0.28604,0.27782,0.26949,0.26105,0.25245,0.24368,0.23473,0.22557,0.21621,0.20665,0.19691,0.18703,0.17703,0.16695,0.15684,0.14672,0.13662,0.12656,0.11655,0.10656,0.096576,0.086564,0.076482,0.066296,0.055982,0.045544,0.035021,0.02451,0.014171,0.0042479,-0.0049238
1.2058,1.1918,1.1772,1.162,1.1464,1.1305,1.1143,1.0979,1.0812,1.0643,1.0471,1.0294,1.0112,0.99219,0.97236,0.95157,0.92976,0.90695,0.88322,0.85875,0.83379,0.80869,0.78383,0.75968,0.7367,0.71538,0.69616,0.67949,0.66571,0.65515,0.64801,0.64446,0.64459,0.64842,0.65591,0.66699,0.68155,0.69943,0.72049,0.74456,0.77143,0.80094,0.83288,0.86706,0.90327,0.94133,0.98105,1.0223,1.0648,1.1085,1.1532,1.1989,1.2454,1.2926,1.3404,1.3885,1.4369,1.4851,1.533,1.5801,1.626,1.67,1.7117,1.7505,1.7858,1.817,1.8438,1.8657,1.8825,1.8942,1.9008,1.9026,1.8999,1.8933,1.8832,1.8703,1.8553,1.8388,1.8214,1.8035,1.7855,1.7678,1.7505,1.7337,1.7174,1.7015,1.6861,1.671,1.6561,1.6413,1.6267,1.6123,1.5981,1.5842,1.5707,1.5577,1.5453,1.5336,1.5225,1.5122,1.5026,1.4936,1.4852,1.4773,1.4699,1.4628,1.4559,1.4494,1.443,1.4368,1.4308,1.4249,1.4192,1.4136,1.4082,1.4028,1.3975,1.3921,1.3865,1.3808,1.3748,1.3686,1.362,1.3551,1.3478
2.0505,2.0357,2.0219,2.0078,1.9927,1.976,1.9578,1.9378,1.9161,1.8923,1.8663,1.8377,1.8062,1.7715,1.7334,1.6918,1.6467,1.5984,1.5473,1.494,1.4394,1.3845,1.3302,1.2778,1.2285,1.1834,1.1436,1.1099,1.0833,1.0642,1.0531,1.0499,1.0547,1.0671,1.0866,1.1126,1.1443,1.1808,1.2212,1.2648,1.3106,1.3579,1.406,1.4545,1.503,1.5511,1.5989,1.6461,1.693,1.7397,1.7863,1.833,1.8799,1.9273,1.975,2.023,2.0712,2.1193,2.1669,2.2136,2.2589,2.302,2.3425,2.3797,2.4131,2.442,2.4662,2.4852,2.4989,2.5073,2.5103,2.5083,2.5017,2.4908,2.4764,2.459,2.4393,2.4182,2.3963,2.3742,2.3527,2.3322,2.3132,2.296,2.2808,2.2678,2.2568,2.2479,2.2408,2.2353,2.2312,2.2281,2.2258,2.2241,2.2226,2.2213,2.2199,2.2184,2.2168,2.215,2.213,2.211,2.209,2.207,2.2051,2.2033,2.2015,2.1998,2.1981,2.1963,2.1944,2.1924,2.1901,2.1878,2.1853,2.1828,2.1806,2.1787,2.1772,2.1764,2.1761,2.1761,2.176,2.175,2.1718
0.74046,0.74924,0.75828,0.76751,0.77688,0.7864,0.79606,0.80587,0.81584,0.82598,0.83628,0.84672,0.8573,0.86797,0.87871,0.88947,0.90021,0.91089,0.92148,0.93194,0.94223,0.95234,0.96226,0.97197,0.98147,0.99078,0.99989,1.0088,1.0176,1.0262,1.0347,1.0431,1.0514,1.0597,1.0678,1.076,1.084,1.0921,1.1001,1.108,1.116,1.1239,1.1317,1.1396,1.1474,1.1551,1.1629,1.1706,1.1783,1.186,1.1937,1.2014,1.2091,1.2169,1.2246,1.2324,1.2403,1.2481,1.2561,1.2641,1.2722,1.2803,1.2885,1.2968,1.3052,1.3137,1.3222,1.3309,1.3397,1.3486,1.3577,1.3668,1.3761,1.3856,1.3951,1.4048,1.4146,1.4246,1.4346,1.4447,1.4549,1.4651,1.4753,1.4856,1.4958,1.5059,1.516,1.5259,1.5357,1.5454,1.555,1.5643,1.5735,1.5826,1.5914,1.6001,1.6087,1.6172,1.6255,1.6337,1.6419,1.65,1.658,1.666,1.674,1.682,1.6899,1.6978,1.7057,1.7136,1.7214,1.7293,1.737,1.7448,1.7525,1.7603,1.768,1.7757,1.7835,1.7913,1.7992,1.8071,1.8151,1.8231,1.8311
1.2629,1.2618,1.261,1.2604,1.2599,1.2595,1.2592,1.2592,1.2593,1.2597,1.2604,1.2613,1.2625,1.2638,1.2654,1.267,1.2686,1.2703,1.2719,1.2735,1.2749,1.2762,1.2774,1.2784,1.2793,1.2801,1.2809,1.2816,1.2823,1.2829,1.2836,1.2843,1.285,1.2858,1.2866,1.2874,1.2881,1.2889,1.2896,1.2902,1.2907,1.2911,1.2914,1.2916,1.2916,1.2914,1.2911,1.2906,1.2901,1.2893,1.2885,1.2876,1.2865,1.2854,1.2843,1.283,1.2817,1.2804,1.279,1.2776,1.2762,1.2747,1.2732,1.2717,1.2702,1.2688,1.2673,1.2659,1.2646,1.2634,1.2623,1.2614,1.2606,1.26,1.2597,1.2595,1.2595,1.2598,1.2603,1.261,1.2618,1.2628,1.264,1.2652,1.2664,1.2677,1.269,1.2702,1.2714,1.2725,1.2734,1.2743,1.275,1.2757,1.2762,1.2767,1.2771,1.2775,1.2779,1.2783,1.2787,1.2792,1.2796,1.2801,1.2807,1.2813,1.2818,1.2824,1.2829,1.2833,1.2836,1.2838,1.2839,1.2839,1.2837,1.2834,1.283,1.2825,1.2819,1.2812,1.2804,1.2796,1.2787,1.2777,1.2766
0.91385,0.92644,0.93715,0.94618,0.95374,0.96004,0.96527,0.96964,0.97329,0.97639,0.97905,0.98136,0.98339,0.98518,0.98679,0.98821,0.98948,0.99059,0.99155,0.99236,0.99304,0.99359,0.99402,0.99435,0.99459,0.99477,0.99488,0.99496,0.99501,0.99503,0.99505,0.99506,0.99506,0.99507,0.99507,0.99507,0.99507,0.99508,0.99508,0.9951,0.99512,0.99516,0.99522,0.9953,0.99541,0.99555,0.99571,0.9959,0.99611,0.99635,0.9966,0.99687,0.99715,0.99744,0.99775,0.99807,0.9984,0.99876,0.99914,0.99956,1,1.0005,1.0011,1.0017,1.0023,1.003,1.0038,1.0045,1.0053,1.0062,1.007,1.0079,1.0089,1.0099,1.011,1.0123,1.0138,1.0156,1.0177,1.0203,1.0234,1.0271,1.0315,1.0367,1.0427,1.0497,1.0576,1.0665,1.0764,1.0873,1.0991,1.1118,1.1254,1.1398,1.1548,1.1706,1.1869,1.2037,1.2209,1.2386,1.2567,1.2752,1.294,1.3133,1.3329,1.3529,1.3733,1.3942,1.4156,1.4375,1.4599,1.4828,1.5061,1.53,1.5544,1.5792,1.6045,1.6302,1.6563,1.6829,1.7098,1.737,1.7645,1.7923,1.8201
