t, desired_pos, desired_vel, desired_tor, pos, vel, tau
1.973273277282714844e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.371428571428566556e+00
2.004742145538330078e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.953601953601946661e-03,-1.371428571428566556e+00
2.035987615585327148e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.758241758241751995e-02,-1.301098901098896476e+00
2.067778348922729492e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.441758241758236636e+00
2.097710847854614258e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,5.860805860805839984e-03,-1.160439560439556317e+00
2.129603624343872070e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,1.367521367521362663e-02,-1.512087912087906716e+00
2.161821842193603516e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.512087912087906716e+00
2.193877220153808594e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.301098901098896476e+00
2.225783824920654297e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.367521367521362663e-02,-1.301098901098896476e+00
2.257611751556396484e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.160439560439556317e+00
2.289191007614135742e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,1.367521367521362663e-02,-1.371428571428566556e+00
2.320663928985595703e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,-1.953601953601946661e-03,-1.301098901098896476e+00
2.352510929107666016e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.367521367521362663e-02,-1.441758241758236636e+00
2.384258747100830078e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.758241758241751995e-02,-1.441758241758236636e+00
2.416130065917968750e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.953601953601946661e-03,-1.301098901098896476e+00
2.447978019714355469e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.441758241758236636e+00
2.479470014572143555e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.301098901098896476e+00
2.511123657226562500e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.953601953601946661e-03,-1.441758241758236636e+00
2.542910099029541016e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.371428571428566556e+00
2.575009346008300781e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.301098901098896476e+00
2.605722665786743164e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.230769230769226397e+00
2.636883020401000977e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.441758241758236636e+00
2.668822765350341797e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.230769230769226397e+00
2.699962854385375977e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.301098901098896476e+00
2.731182813644409180e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,9.768009768009733307e-03,-1.371428571428566556e+00
2.762813091278076172e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.301098901098896476e+00
2.794071197509765625e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,5.860805860805839984e-03,-1.441758241758236636e+00
2.825293064117431641e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.371428571428566556e+00
2.856968164443969727e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.367521367521362663e-02,-1.512087912087906716e+00
2.888998985290527344e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,5.860805860805839984e-03,-1.301098901098896476e+00
2.920992136001586914e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.512087912087906716e+00
2.952585458755493164e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-9.768009768009733307e-03,-1.441758241758236636e+00
2.984074354171752930e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,1.953601953601946661e-03,-1.301098901098896476e+00
3.015536069869995117e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.512087912087906716e+00
3.047736167907714844e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.512087912087906716e+00
3.079231977462768555e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.953601953601946661e-03,-1.301098901098896476e+00
3.111488580703735352e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,1.953601953601946661e-03,-1.301098901098896476e+00
3.137829303741455078e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,5.860805860805839984e-03,-1.441758241758236636e+00
3.169023990631103516e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.301098901098896476e+00
3.200921058654785156e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.367521367521362663e-02,-1.301098901098896476e+00
3.232874870300292969e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.441758241758236636e+00
3.264921665191650391e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.230769230769226397e+00
3.295882463455200195e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,1.367521367521362663e-02,-1.301098901098896476e+00
3.327357769012451172e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-2.148962148962141328e-02,-1.371428571428566556e+00
3.359361886978149414e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,1.953601953601946661e-03,-1.512087912087906716e+00
3.391101121902465820e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.953601953601946661e-03,-1.441758241758236636e+00
3.423076391220092773e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.367521367521362663e-02,-1.371428571428566556e+00
3.454884529113769531e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.371428571428566556e+00
3.486383914947509766e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.301098901098896476e+00
3.517613649368286133e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.230769230769226397e+00
3.549500703811645508e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.230769230769226397e+00
3.581537008285522461e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.160439560439556317e+00
3.614535808563232422e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.953601953601946661e-03,-1.090109890109886237e+00
3.646476268768310547e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.230769230769226397e+00
3.678281307220458984e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,9.768009768009733307e-03,-1.371428571428566556e+00
3.710265159606933594e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,1.953601953601946661e-03,-1.441758241758236636e+00
3.742077112197875977e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.512087912087906716e+00
3.773910045623779297e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.371428571428566556e+00
3.805096864700317383e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.441758241758236636e+00
3.836247682571411133e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,9.768009768009733307e-03,-1.301098901098896476e+00
3.868104219436645508e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.953601953601946661e-03,-1.441758241758236636e+00
3.899876832962036133e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.371428571428566556e+00
3.931212425231933594e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.953601953601946661e-03,-1.371428571428566556e+00
3.958508253097534180e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.371428571428566556e+00
3.990508317947387695e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.160439560439556317e+00
4.021744012832641602e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,9.768009768009733307e-03,-1.371428571428566556e+00
4.053722858428955078e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-9.768009768009733307e-03,-1.512087912087906716e+00
4.085327863693237305e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.230769230769226397e+00
4.117115497589111328e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.160439560439556317e+00
4.148194074630737305e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,9.768009768009733307e-03,-1.512087912087906716e+00
4.179902553558349609e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.371428571428566556e+00
4.210146903991699219e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.953601953601946661e-03,-1.301098901098896476e+00
4.250027894973754883e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.301098901098896476e+00
4.282184362411499023e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.582417582417576796e+00
4.313456773757934570e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.512087912087906716e+00
4.345161199569702148e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-9.768009768009733307e-03,-1.371428571428566556e+00
4.376770734786987305e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.301098901098896476e+00
4.408762693405151367e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.441758241758236636e+00
4.440989732742309570e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-9.768009768009733307e-03,-1.230769230769226397e+00
4.472738027572631836e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.441758241758236636e+00
4.504530191421508789e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-9.768009768009733307e-03,-1.301098901098896476e+00
4.536036491394042969e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.160439560439556317e+00
4.567799568176269531e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,9.768009768009733307e-03,-1.301098901098896476e+00
4.599866628646850586e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.441758241758236636e+00
4.631927967071533203e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.441758241758236636e+00
4.663675308227539062e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.441758241758236636e+00
4.695470571517944336e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.371428571428566556e+00
4.726782560348510742e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-9.768009768009733307e-03,-1.371428571428566556e+00
4.758016109466552734e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.441758241758236636e+00
4.789844751358032227e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.367521367521362663e-02,-1.160439560439556317e+00
4.821294307708740234e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,5.860805860805839984e-03,-1.371428571428566556e+00
4.853486776351928711e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.953601953601946661e-03,-1.301098901098896476e+00
4.885203599929809570e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.371428571428566556e+00
4.916673183441162109e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-9.768009768009733307e-03,-1.371428571428566556e+00
4.948378562927246094e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.301098901098896476e+00
4.980226516723632812e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.953601953601946661e-03,-1.090109890109886237e+00
5.016710281372070312e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.230769230769226397e+00
5.047987699508666992e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.953601953601946661e-03,-1.230769230769226397e+00
5.079802274703979492e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-9.768009768009733307e-03,-1.230769230769226397e+00
5.111016511917114258e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.953601953601946661e-03,-1.301098901098896476e+00
5.142631530761718750e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.371428571428566556e+00
5.174756526947021484e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.367521367521362663e-02,-1.441758241758236636e+00
5.206661701202392578e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,-1.953601953601946661e-03,-1.371428571428566556e+00
5.238558292388916016e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-9.768009768009733307e-03,-1.582417582417576796e+00
5.281725168228149414e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.367521367521362663e-02,-1.512087912087906716e+00
5.313456296920776367e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.301098901098896476e+00
5.345298528671264648e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-9.768009768009733307e-03,-1.301098901098896476e+00
5.376993894577026367e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-9.768009768009733307e-03,-1.371428571428566556e+00
5.409062862396240234e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-2.148962148962141328e-02,-1.441758241758236636e+00
5.441471815109252930e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.371428571428566556e+00
5.473154544830322266e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.301098901098896476e+00
5.504389047622680664e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-9.768009768009733307e-03,-1.301098901098896476e+00
5.535581350326538086e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.582417582417576796e+00
5.566129684448242188e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.160439560439556317e+00
5.595929384231567383e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.371428571428566556e+00
5.626985311508178711e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.230769230769226397e+00
5.657715559005737305e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-9.768009768009733307e-03,-1.371428571428566556e+00
5.688321828842163086e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.371428571428566556e+00
5.719293594360351562e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.758241758241751995e-02,-1.371428571428566556e+00
5.751016616821289062e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.160439560439556317e+00
5.780964136123657227e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.019780219780216157e+00
5.812020301818847656e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.441758241758236636e+00
5.843566417694091797e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,9.768009768009733307e-03,-1.441758241758236636e+00
5.873909473419189453e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-9.768009768009733307e-03,-1.371428571428566556e+00
5.904682636260986328e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.371428571428566556e+00
5.934596776962280273e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.371428571428566556e+00
5.965103626251220703e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.441758241758236636e+00
5.995733976364135742e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.512087912087906716e+00
6.026798248291015625e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.367521367521362663e-02,-1.441758241758236636e+00
6.057423830032348633e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.512087912087906716e+00
6.087073802947998047e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.301098901098896476e+00
6.117567300796508789e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.367521367521362663e-02,-1.301098901098896476e+00
6.148431539535522461e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.371428571428566556e+00
6.179742813110351562e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.367521367521362663e-02,-1.301098901098896476e+00
6.210946321487426758e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.953601953601946661e-03,-1.512087912087906716e+00
6.241083383560180664e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.758241758241751995e-02,-1.230769230769226397e+00
6.272230148315429688e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.953601953601946661e-03,-1.160439560439556317e+00
6.289808034896850586e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.367521367521362663e-02,-1.582417582417576796e+00
6.320340394973754883e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,9.768009768009733307e-03,-1.160439560439556317e+00
6.351200103759765625e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.230769230769226397e+00
6.389312982559204102e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.512087912087906716e+00
6.420790910720825195e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.301098901098896476e+00
6.452765703201293945e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,-1.953601953601946661e-03,-1.301098901098896476e+00
6.484023571014404297e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.367521367521362663e-02,-1.301098901098896476e+00
6.515277862548828125e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.441758241758236636e+00
6.546710491180419922e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,5.860805860805839984e-03,-1.160439560439556317e+00
6.578538417816162109e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,1.367521367521362663e-02,-1.230769230769226397e+00
6.609786748886108398e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.441758241758236636e+00
6.640862226486206055e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-9.768009768009733307e-03,-1.301098901098896476e+00
6.672480583190917969e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.953601953601946661e-03,-1.230769230769226397e+00
6.705579757690429688e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-1.758241758241751995e-02,-1.441758241758236636e+00
6.737400054931640625e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.371428571428566556e+00
6.769387722015380859e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,1.953601953601946661e-03,-1.160439560439556317e+00
6.801168203353881836e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.512087912087906716e+00
6.832787275314331055e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.953601953601946661e-03,-1.371428571428566556e+00
6.864161252975463867e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,5.860805860805839984e-03,-1.512087912087906716e+00
6.896223068237304688e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,5.860805860805839984e-03,-1.301098901098896476e+00
6.928047180175781250e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.427862973983344830e-02,-5.860805860805839984e-03,-1.301098901098896476e+00
6.959604501724243164e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.301098901098896476e+00
6.991703987121582031e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.301098901098896476e+00
7.023943901062011719e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,1.953601953601946661e-03,-1.441758241758236636e+00
7.055352687835693359e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-9.768009768009733307e-03,-1.512087912087906716e+00
7.087270021438598633e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.389715419241603911e-02,-5.860805860805839984e-03,-1.160439560439556317e+00
